system:index,date,era5_et,era5_precip,era5_temp,latitude,longitude,.geo
20250202,2025-02-02,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250203,2025-02-03,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250204,2025-02-04,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250205,2025-02-05,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250206,2025-02-06,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250207,2025-02-07,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250208,2025-02-08,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250209,2025-02-09,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250210,2025-02-10,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250211,2025-02-11,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250212,2025-02-12,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250213,2025-02-13,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250214,2025-02-14,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250215,2025-02-15,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250216,2025-02-16,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250217,2025-02-17,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250218,2025-02-18,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250219,2025-02-19,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250220,2025-02-20,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250221,2025-02-21,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250222,2025-02-22,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250223,2025-02-23,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250224,2025-02-24,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250225,2025-02-25,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250226,2025-02-26,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250227,2025-02-27,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250228,2025-02-28,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250301,2025-03-01,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250302,2025-03-02,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250303,2025-03-03,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250304,2025-03-04,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250305,2025-03-05,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250306,2025-03-06,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250307,2025-03-07,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250308,2025-03-08,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250309,2025-03-09,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250310,2025-03-10,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250311,2025-03-11,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250312,2025-03-12,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250313,2025-03-13,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250314,2025-03-14,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250315,2025-03-15,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250316,2025-03-16,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250317,2025-03-17,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250318,2025-03-18,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250319,2025-03-19,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250320,2025-03-20,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250321,2025-03-21,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250322,2025-03-22,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250323,2025-03-23,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250324,2025-03-24,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250325,2025-03-25,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250326,2025-03-26,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250327,2025-03-27,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250328,2025-03-28,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250329,2025-03-29,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250330,2025-03-30,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250331,2025-03-31,,,,18.5216365135558,74.02188645373674,"{""type"":""MultiPoint"",""coordinates"":[]}"
